ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงการทาง,จังหวัด
226,204,กระสัง - ระกา,126+798,5146,484,70,49,52,2848,349,169,132,88,9387,8.94,11,2758,บุรีรัมย์,บุรีรัมย์
3063,100,บ่อโพง - โคกมะลิ,6+766,5154,3737,110,111,91,4555,617,553,859,692,16479,17.74,31,3935,อยุธยา,พระนครศรีอยุธยา
407,102,ควนหิน - สงขลา,26+200,5156,4911,2250,1690,137,5348,588,436,157,225,20898,15.47,101,5647,สงขลาที่ 1,สงขลา
3030,100,ดงมะขามเทศ - บางระจัน,0+500,5156,4369,87,114,67,2092,752,215,205,106,13163,11.08,55,4066,สิงห์บุรี,สิงห์บุรี
349,100,พนัสนิคม - หนองชาก,14+800,5160,5089,338,340,329,5127,1624,2190,1578,1392,23167,32.17,0,1980,ชลบุรีที่ 1,ชลบุรี
3551,100,หนองปลาตะเพียน - หัวสำโรง,6+990,5161,1048,113,1,290,1575,1279,667,950,709,11793,33.04,18,1058,ฉะเชิงเทรา,ฉะเชิงเทรา
33,501,คลองยาง - นครนายก,114+915,5163,5017,700,635,573,3124,3209,3240,3210,3030,27901,49.81,1285,3787,นครนายก,นครนายก
23,401,เสลภูมิ - ยโสธร,149+237,5170,603,60,61,79,293,259,119,87,101,6832,10.33,19,737,ยโสธร,ร้อยเอ็ด
1367,100,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,5+000,5182,5239,3536,2359,1131,6313,1955,310,163,132,26320,22.99,97,5625,เชียงใหม่ที่ 2,เชียงใหม่
1,1302,แยกประตูชัย - พาน,888+617,5195,2057,668,537,836,5513,1450,1183,822,712,18973,29.2,328,2379,พะเยา,เชียงราย
22,301,บ้านยา - สว่างแดนดิน,80+071,5216,2759,80,44,133,7511,389,195,182,164,16673,6.64,26,3611,สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
3111,100,ปทุมธานี - ท้ายเกาะ,0+200,5218,5317,2126,1960,2049,2121,2089,2680,2300,1941,27801,46.83,69,3949,ปทุมธานี,ปทุมธานี
23,302,ร้อยเอ็ด - เสลภูมิ,117+412,5231,5403,232,141,94,1328,648,258,99,68,13502,9.69,16,2342,ร้อยเอ็ด,ร้อยเอ็ด
2346,200,นาหว้า - ดงขวาง,32+996,5233,5234,107,79,75,2719,860,754,732,731,16524,19.55,568,2128,นครพนม,นครพนม
4016,101,นครศรีธรรมราช - พรหมคีรี,11+500,5233,4786,797,15,13,4196,666,289,145,36,16176,7.2,28,4173,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
4,605,บางสะพาน - น้ำรอด,387+313,5240,3970,25,23,158,4503,1218,1576,1257,1506,19476,29.46,17,1091,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
4009,201,นาสาร - เวียงสระ,61+000,5245,4618,208,7,61,2158,1164,1100,826,530,15917,23.17,18,3523,สุราษฎร์ธานีที่ 3 (เวียงสระ),สุราษฎร์ธานี
224,203,พะโค - หนองสนวน,61+171,5251,4654,1013,1037,1074,5262,2055,1812,1528,1408,25094,35.52,961,4043,นครราชสีมาที่ 3,นครราชสีมา
3525,100,สามแยกกระจับ - หนองโพ,0+120,5251,3520,395,300,389,7367,768,799,319,199,19307,14.37,30,4114,ราชบุรี,ราชบุรี
2109,100,คำแก่นคูน -  เขื่อนอุบลรัตน์,0+500,5258,4453,791,756,879,3249,2496,2518,2443,2603,25446,45.96,182,3527,ขอนแก่นที่ 1,ขอนแก่น
213,202,สี่แยกสมเด็จ - โรงพยาบาลสมเด็จ,86+000,5260,3875,966,564,458,3268,2038,1793,1198,909,20329,34.24,484,4230,กาฬสินธุ์,กาฬสินธุ์
4,1302,พัทลุง - นาโหนด,1173+259,5261,5205,402,371,412,4807,4694,4664,4638,4211,34665,54.78,2,2921,พัทลุง,พัทลุง
101,601,สี่แยกช้างเผือก - ปัว,399+284,5274,772,126,67,92,878,491,265,122,82,8169,13.7,71,1131,น่านที่ 2,น่าน
224,203,พะโค - หนองสนวน,91+671,5276,4771,995,921,1018,4913,2588,2042,1883,1609,26016,38.67,904,4033,นครราชสีมาที่ 3,นครราชสีมา
33,601,ปากพลี - ประจันตคาม,152+715,5284,5512,690,428,386,4040,1783,1201,1002,951,21277,27.03,402,3764,ปราจีนบุรี,ปราจีนบุรี
11,403,บ้านป่า - นาอิน,236+235,5291,3379,57,64,539,6360,864,877,796,367,18594,18.86,33,1153,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
416,102,ละงู - สามแยก,65+727,5307,3252,1300,748,642,6316,2170,1859,1557,1134,24285,33.4,987,5762,สตูล,สตูล
3493,100,คลองทราย - จันทบุรี,0+500,5319,983,292,171,158,5567,684,535,85,49,13843,12.15,223,2212,จันทบุรี,จันทบุรี
1116,101,นครชุม - มอเจริญ,1+500,5325,458,21,19,3,1854,128,68,39,12,7927,3.39,29,3616,กำแพงเพชร,กำแพงเพชร
344,103,หนองปรือ - คลองเขต,48+725,5333,5271,540,469,872,3150,1552,1337,1486,1525,21535,33.62,3,753,ชลบุรีที่ 1,ชลบุรี
401,301,ช่องชาลี - ท่าโรงช้าง,120+542,5338,3892,133,287,201,1952,317,408,376,251,13155,13.99,8,1353,สุราษฎร์ธานีที่ 1 (พุนพิน),สุราษฎร์ธานี
24,203,สี่แยกโชคชัย - หนองมัน,70+097,5340,5794,1947,1888,1983,2386,2233,2203,2144,2075,27993,44.75,745,4259,นครราชสีมาที่ 3,นครราชสีมา
3088,101,ราชบุรี - ปากท่อ,0+200,5341,1331,160,75,31,5626,205,120,20,7,12916,3.55,73,4482,สมุทรสงคราม,ราชบุรี
1,700,ดอนรังนก - หางน้ำหนองแขม,289+504,5344,1660,7,3,72,4976,621,383,824,237,14127,15.15,29,1515,ชัยนาท,ชัยนาท
212,303,ท่าควาย - กลางน้อย,325+336,5373,1352,271,239,201,888,477,331,270,278,9680,18.55,179,2405,นครพนม,นครพนม
1014,100,ดอยสะเก็ด - สันป่าค่า,14+600,5378,774,246,68,29,6426,469,158,21,0,13569,5.49,59,4294,เชียงใหม่ที่ 2,เชียงใหม่
420,100,วงแหวนรอบเมืองสุราษฎร์ธานี,3+282,5408,5051,194,99,83,9277,720,791,762,231,22616,11.88,55,3027,สุราษฎร์ธานีที่ 1 (พุนพิน),สุราษฎร์ธานี
33,602,ประจันตคาม - พระปรง,217+177,5425,1525,113,18,182,4113,733,680,717,491,13997,20.15,5,828,ปราจีนบุรี,ปราจีนบุรี
1086,100,พิษณุโลก - มะขามสูง,2+000,5428,269,97,13,25,882,205,14,2,3,6938,3.78,64,3846,พิษณุโลกที่ 1,พิษณุโลก
22,401,สูงเนิน - ท่าแร่,156+720,5430,3295,298,134,123,9474,411,254,227,150,19796,6.56,24,3200,สกลนครที่ 1,สกลนคร
3466,100,บ้านเก่า - พานทอง,0+500,5432,4320,785,398,1028,12476,9171,4685,3348,2470,44113,47.83,45,4225,ชลบุรีที่ 1,ชลบุรี
101,500,สวนป่า - สะพานพญาวัด,348+439,5434,988,5,51,144,983,718,365,230,129,9047,18.09,23,1526,น่านที่ 1,น่าน
1211,101,หนองเหียง - สวนดอก,1+000,5457,2024,124,67,26,4317,199,59,9,5,12287,2.97,169,4966,เชียงรายที่ 1,เชียงราย
3067,100,อรัญประเทศ - ไผ่ล้อม,2+755,5460,1806,5,0,27,2424,298,206,75,40,10341,6.25,76,3241,สระแก้ว (วัฒนานคร),สระแก้ว
1,1301,แม่กา - แยกประตูชัย,822+117,5462,1058,200,32,158,1126,538,490,532,598,10194,23.03,22,4531,พะเยา,พะเยา
2,700,น้ำสวย - สะพานมิตรภาพที่หนองคาย(เขตแดนไทย/ลาว),505+850,5471,1575,575,105,103,4701,316,574,287,882,14589,15.54,193,2394,หนองคาย,หนองคาย
12,803,พรหมนิมิตร - ห้วยสีดา,584+354,5486,2931,39,31,71,9927,461,284,284,286,19800,7.16,21,3982,ขอนแก่นที่ 1,มหาสารคาม
1136,100,เหมืองง่า - ลำพูน,1+800,5494,2517,570,488,668,5966,1325,759,478,145,18410,20.98,366,4449,ลำพูน,ลำพูน
331,104,เนินผาสุข - มาบเอียง,12+300,5495,4062,24,21,14,5138,4192,2331,2884,2533,26694,44.86,0,1424,ชลบุรีที่ 2,ชลบุรี
23,100,บ้านไผ่  - ไพศาล,5+185,5498,2922,305,72,208,3535,1111,650,519,465,15285,19.79,65,3522,ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
346,103,สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานี - ต่างระดับลาดหลุมแก้ว,15+000,5498,5330,2459,2125,2020,4711,2999,2200,2197,2093,31632,43.1,97,3577,ปทุมธานี,ปทุมธานี
3376,100,บ้านฉาง - ถนนซอย 13 ของนิคมสร้างตนเองจังหวัดระยอง,2+000,5516,3149,298,77,58,7395,347,307,48,21,17216,4.98,73,7379,ระยอง,ระยอง
212,101,หนองคาย - ปากสวย,5+000,5526,2698,436,24,108,2948,436,466,436,275,13353,13.07,226,2849,หนองคาย,หนองคาย
327,100,สี่แยกปฐมพร - แยกหมอเล็ก,2+400,5533,2058,356,76,67,11301,407,192,62,47,20099,4.23,25,5816,ชุมพร,ชุมพร
1,804,วังไผ่ -โนนปอแดง,377+276,5544,3490,19,6,339,5414,950,1395,1797,2584,21538,32.83,25,462,นครสวรรค์ที่ 1,นครสวรรค์
304,502,ดอนขวาง - โพธิ์กลาง,269+615,5544,3014,66,75,330,7687,995,717,630,1430,20488,20.39,53,2491,นครราชสีมาที่ 3,นครราชสีมา
314,101,บางปะกง - แสนภูดาษ,4+688,5558,3890,3324,2887,3159,10697,4039,3703,3443,3304,44004,46.67,0,3657,ฉะเชิงเทรา,ฉะเชิงเทรา
12,501,ร้องโพธิ์ - วังทอง,247+513,5560,5472,169,262,137,11209,899,1162,972,425,26267,14.68,101,4427,พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
304,403,สี่แยกกบินทร์บุรี - วังน้ำเขียว,205+460,5562,3868,488,518,781,5003,1595,1572,2061,2042,23490,36.48,257,2386,ปราจีนบุรี,ปราจีนบุรี
3290,100,โคกอุดม - คลองทราย,0+500,5564,4405,996,686,703,1778,919,1230,618,435,17334,26.49,357,5415,ปราจีนบุรี,ปราจีนบุรี
202,602,โนนชัยศรี - บ้านบ่อ,258+382,5569,1613,144,75,91,719,471,523,469,407,10081,20.2,36,1917,ยโสธร,ร้อยเอ็ด
3,102,แบริ่ง - ท้ายบ้าน,20+000,5584,6108,1439,2311,2450,3257,1364,423,143,69,23148,29.2,44,3744,สมุทรปราการ,สมุทรปราการ
3076,100,นครนายก - บางหอย,20+000,5588,2022,343,310,310,849,756,742,590,135,11645,24.41,67,1174,นครนายก,นครนายก
324,100,กาญจนบุรี - หนองขาว,5+000,5589,4883,8,175,188,5322,211,212,106,63,16757,5.7,22,6238,กาญจนบุรี,กาญจนบุรี
325,101,บางแพ - จอมปลวก,3+500,5591,3898,1455,1067,1225,6062,2085,2109,1988,400,25880,34.29,364,5230,สมุทรสงคราม,ราชบุรี
226,402,ศรีสะเกษ - ห้วยขะยุง,300+712,5616,5729,143,96,88,8514,500,300,204,234,21424,6.64,10,1338,ศรีสะเกษที่ 1,ศรีสะเกษ
2,700,น้ำสวย - สะพานมิตรภาพที่หนองคาย(เขตแดนไทย/ลาว),487+006,5660,2972,876,214,232,5559,639,489,838,792,18271,17.54,50,1482,หนองคาย,หนองคาย
408,203,เกาะยอ - ทุ่งหวัง,165+773,5665,3620,957,920,71,8228,548,843,417,477,21746,15.07,34,3174,สงขลาที่ 1,สงขลา
22,201,หนองขาม - หนองหาน,21+300,5678,262,13,87,140,10516,392,139,248,134,17609,6.47,30,2755,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
24,202,สี่แยกปักธงชัย - สี่แยกโชคชัย,50+000,5685,5196,658,596,623,5206,2090,1955,1851,1985,25845,35.21,266,3169,นครราชสีมาที่ 3,นครราชสีมา
321,101,นครปฐม - หนองปลาไหล,9+150,5687,4490,1163,1178,1196,11540,5853,6195,3131,1410,41843,45.32,808,6226,นครปฐม,นครปฐม
3195,100,สุพรรณบุรี - ลาดตาล,0+200,5688,1408,84,81,196,6053,336,347,166,98,14457,8.47,25,1494,สุพรรณบุรีที่ 1,สุพรรณบุรี
3,602,บ้านสิ้ว - โพธิ์ทอง,324+400,5691,3027,305,148,263,12475,1315,1056,586,449,25315,15.08,113,2193,จันทบุรี,จันทบุรี
21,404,หนองไผ่ - นาเฉลียง,161+375,5694,435,42,142,644,1878,622,228,305,152,10142,20.64,21,1692,เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
226,203,หนองม้า - กระสัง,108+798,5701,3683,185,166,132,9036,411,294,229,141,19978,6.87,107,3736,บุรีรัมย์,บุรีรัมย์
4030,100,ถลาง - หาดราไวย์,24+140,5716,4410,1992,1604,266,4350,150,41,5,0,18534,11.15,25,10650,ภูเก็ต,ภูเก็ต
207,100,บ้านวัด - ประทาย,13+906,5738,1209,141,49,79,1180,425,423,371,532,10147,18.52,59,2689,นครราชสีมาที่ 1,นครราชสีมา
228,202,ศรีบุญเรือง - วังหมื่น,84+384,5741,6911,224,50,85,1221,566,500,323,249,15870,11.17,12,2925,หนองบัวลำภู,หนองบัวลำภู
3562,100,ลพบุรี - ป่าหวาย,3+000,5750,1353,112,54,49,2870,126,44,8,4,10370,2.75,102,3803,ลพบุรีที่ 1,ลพบุรี
1,700,ดอนรังนก - หางน้ำหนองแขม,291+711,5765,2414,6,7,64,2136,576,393,761,200,12322,16.24,23,989,ชัยนาท,ชัยนาท
21,501,วังชมภู - บ้านโตก,204+000,5775,5941,64,60,129,1997,563,290,235,120,15174,9.21,43,2571,เพชรบูรณ์ที่ 1,เพชรบูรณ์
24,201,ซับประดู่ - สี่แยกปักธงชัย,10+000,5781,1452,22,30,490,6667,1131,877,831,1041,18322,24.02,11,671,นครราชสีมาที่ 3,นครราชสีมา
121,101,เหมืองกุง - ต้นเปา,1+000,5781,228,85,110,34,6292,750,414,268,109,14071,11.98,99,2860,เชียงใหม่ที่ 2,เชียงใหม่
3,601,ป่าเตียน - บ้านสิ้ว,306+375,5787,2244,208,0,120,18949,693,629,405,365,29400,7.52,0,1507,จันทบุรี,จันทบุรี
23,302,ร้อยเอ็ด - เสลภูมิ,114+412,5788,5909,71,59,85,1184,561,191,179,153,14180,8.66,10,2273,ร้อยเอ็ด,ร้อยเอ็ด
4015,100,บ้านตาล - เขาธง,21+000,5794,3302,685,48,63,3754,927,583,335,129,15620,13.35,56,6316,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
12,401,บ้านกร่าง - พิษณุโลก,218+546,5806,6105,619,333,436,2686,1083,886,682,677,19313,21.21,331,3269,พิษณุโลกที่ 1,สุโขทัย
106,204,ท่าจักร - อุโมงค์,153+600,5808,3880,1398,835,826,14480,1322,632,346,284,29811,14.24,560,16186,ลำพูน,ลำพูน
3291,101,เจดีย์หัก - แก้วฟ้า,3+000,5808,5409,79,69,36,9089,216,217,65,22,21010,2.98,3,6267,ราชบุรี,ราชบุรี
412,100,ทางเข้าระนอง,0+140,5828,3913,182,122,36,3260,152,92,20,8,13613,3.16,107,4930,ระนอง,ระนอง
101,302,คลองโพธิ์ - ท่าช้าง,82+375,5864,10798,461,119,156,134,287,130,105,71,18125,4.79,49,5457,สุโขทัย,สุโขทัย
3234,100,ศีรษะทอง - วัดปรีดาราม,0+500,5907,4425,906,717,301,14914,3974,785,569,446,32944,20.62,23,3572,นครปฐม,นครปฐม
11,702,แยกภาคเหนือ - ขุนตาน,469+099,5910,878,237,1,252,6816,1152,1612,781,479,18118,23.61,5,1396,ลำปางที่ 1,ลำปาง
402,101,โคกกลอย - หมากปรก,5+000,5912,3732,167,384,400,9328,679,742,702,432,22478,14.86,27,3071,ภูเก็ต,พังงา
4015,100,บ้านตาล - เขาธง,0+500,5928,5346,1041,363,91,2122,1032,464,268,106,16761,13.87,31,3169,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
3249,100,เขาไร่ยา - แพร่งขาหยั่ง,2+000,5932,558,28,22,17,8751,21,13,9,27,15378,0.71,10,5358,จันทบุรี,จันทบุรี
33,701,พระปรง - โนนจิก,229+177,5948,1482,152,84,202,2209,483,381,476,363,11780,16.89,69,1475,สระแก้ว (วัฒนานคร),สระแก้ว
115,100,กำแพงเพชร - แก้วสุวรรณ,4+000,5959,2052,23,38,3,7872,341,227,211,136,16862,5.67,12,3869,กำแพงเพชร,กำแพงเพชร
12,702,ร่องแซง - หนองแก,472+549,5983,1727,192,168,166,14202,794,760,747,597,25336,12.76,30,4995,ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
288,100,ถนนวงแหวนรอบเมืองบุรีรัมย์,2+100,6004,2243,656,222,409,11837,951,587,309,104,23322,11.07,155,10844,บุรีรัมย์,บุรีรัมย์
316,100,เขาไร่ยา - จันทบุรี,3+000,6008,2069,683,558,365,12239,324,238,105,101,22690,7.45,86,8245,จันทบุรี,จันทบุรี
213,101,มหาสารคาม - หนองขอน,1+700,6017,5067,546,85,113,9060,180,63,40,36,21207,2.44,49,7309,มหาสารคาม,มหาสารคาม
208,200,หนองสระพัง - มหาสารคาม,27+500,6021,4184,87,160,111,2240,1275,433,351,294,15156,17.31,16,1806,มหาสารคาม,มหาสารคาม
3191,102,แยกนิคมพัฒนา - อ่างเก็บน้ำหนองปลาไหล,20+500,6029,2095,41,29,131,7524,1102,1176,897,1250,20274,22.62,2,2604,ระยอง,ระยอง
1,503,แยก ร.พ.อานันทมหิดล - โคกสำโรง,167+355,6039,1380,25,33,107,6687,274,76,187,71,14879,5.03,81,2875,ลพบุรีที่ 1,ลพบุรี
335,100,แยกสิงห์เหนือ - สิงห์บุรี,0+500,6055,2301,1223,513,1310,3939,1457,1461,849,12,19120,29.3,25,3838,สิงห์บุรี,สิงห์บุรี
4,603,หนองหมู - ห้วยยาง,299+888,6063,5731,19,19,165,4901,1942,2328,2455,1053,24676,32.27,14,915,ประจวบคีรีขันธ์ (หัวหิน),ประจวบคีรีขันธ์
406,103,ย่านซื่อ - ตำมะลัง,88+595,6092,5045,329,216,104,17730,521,330,193,60,30620,4.65,158,13246,สตูล,สตูล
107,201,ขี้เหล็กหลวง - แม่ทะลาย,37+315,6106,5435,718,381,314,1785,946,420,202,156,16463,14.69,139,3024,เชียงใหม่ที่ 3,เชียงใหม่
304,502,ดอนขวาง - โพธิ์กลาง,283+515,6110,4887,952,857,1070,7948,1299,1046,949,1078,26196,24.05,769,5595,นครราชสีมาที่ 3,นครราชสีมา
11,701,ปางมะโอ - ป่าขาม,453+219,6122,453,146,72,175,6494,208,186,148,179,14183,6.83,32,1945,ลำปางที่ 1,ลำปาง
3531,100,แยกสารพัดช่าง - ถนนวงแหวนรอบเมืองสุพรรณบุรี,0+605,6133,4428,60,18,24,4987,183,65,10,5,15913,1.92,35,4180,สุพรรณบุรีที่ 1,สุพรรณบุรี
4,902,ตะกั่วป่า - บางสัก,770+127,6159,2384,685,445,98,916,635,523,273,149,12267,17.31,63,4044,พังงา,พังงา
2068,100,โคกกรวด - หนองสรวง,1+100,6208,574,330,85,210,724,678,621,910,310,10650,26.42,40,1813,นครราชสีมาที่ 2,นครราชสีมา
23,401,เสลภูมิ - ยโสธร,175+412,6248,4023,80,71,147,726,357,186,152,88,12078,8.29,28,2364,ยโสธร,ยโสธร
214,100,กาฬสินธุ์ - ลำชี,8+764,6262,6000,338,60,70,969,650,108,71,45,14573,6.89,358,3517,กาฬสินธุ์,กาฬสินธุ์
4103,101,ปากพูน - เบญจม,9+000,6271,5511,404,229,144,4585,500,326,212,121,18303,8.37,86,3571,นครศรีธรรมราชที่ 1,นครศรีธรรมราช
2,503,หินลาด - โนนสะอาด,374+669,6273,4830,655,651,604,5379,2353,2011,2262,2256,27274,37.17,232,3103,ขอนแก่นที่ 1,ขอนแก่น
2023,101,น้ำฆ้อง - ศรีธาตุ,0+500,6284,1022,291,15,79,12327,426,420,377,478,21719,8.27,19,4731,อุดรธานีที่ 2 (หนองหาน),อุดรธานี
23,403,บ้านย่อ - บ้านสวน,201+912,6303,6270,85,80,85,2855,2087,71,81,71,17988,13.76,71,2200,ยโสธร,ยโสธร
118,201,ดอยนางแก้ว - ท่าก๊อ,53+200,6303,5903,1542,1089,1240,6944,1687,1408,1260,998,28374,27.07,44,1628,เชียงรายที่ 1,เชียงราย
210,202,หนองบัวลำภู - นาคำไฮ,48+810,6326,2914,187,59,85,939,425,332,807,365,12439,16.67,32,2174,หนองบัวลำภู,หนองบัวลำภู
332,100,เขาหาดยาว - สำนักท้อน,0+550,6327,5840,34,16,45,688,190,139,9,0,13288,3,12,2661,ชลบุรีที่ 2,ชลบุรี
3126,100,พลูตาหลวง - แสมสาร,0+600,6338,4498,458,535,353,2355,962,310,28,9,15846,13.87,2,3668,ชลบุรีที่ 2,ชลบุรี
332,100,เขาหาดยาว - สำนักท้อน,14+000,6341,5604,51,38,87,1359,153,114,80,12,13839,3.5,9,2838,ชลบุรีที่ 2,ระยอง
3028,100,บางงา - บ้านหมี่,6+000,6353,3208,922,6,841,3631,1222,1317,1270,10,18780,24.85,10,2806,สิงห์บุรี,ลพบุรี
416,102,ละงู - สามแยก,88+727,6355,5833,2292,1952,687,8611,4991,2381,1561,1023,35686,35.29,1010,6775,สตูล,ตรัง
4,1203,ลำภูรา - ตรัง,1099+615,6357,5663,54,134,105,7786,182,196,72,65,20614,3.66,16,5077,ตรัง,ตรัง
319,200,โคกไทย - พนมสารคาม,47+054,6362,5427,66,21,126,6639,1019,984,801,520,21965,15.8,7,2537,ฉะเชิงเทรา,ฉะเชิงเทรา
3235,100,นครชัยศรี - เลียบแม่น้ำนครชัยศรี,0+500,6444,5759,532,525,615,2051,1377,567,289,295,18454,19.88,272,5490,สมุทรสาคร,นครปฐม
3574,100,มาบปู - เขาน้อย,4+418,6498,4901,160,160,793,5085,3071,1867,1802,370,24707,32.63,8,2330,ชลบุรีที่ 2,ชลบุรี
3348,100,หนองขอน - จันทนิมิต,10+900,6500,767,802,103,103,9023,437,335,51,43,18164,5.9,263,5354,จันทบุรี,จันทบุรี
3004,100,แยกจิรประวัติ - พระนอน,0+924,6503,6431,867,10,67,12344,876,886,762,666,29412,11.11,64,8228,นครสวรรค์ที่ 1,นครสวรรค์
4,1204,ตรัง - เขาพับผ้า,1115+547,6530,2328,120,18,83,7760,334,250,124,235,17782,5.87,59,5924,ตรัง,ตรัง
1260,100,ศรีบุญเรือง - โรงพยาบาลสันทราย,2+500,6536,6367,2342,1489,760,6249,2260,1238,771,334,28346,24.17,157,5225,เชียงใหม่ที่ 2,เชียงใหม่
208,200,หนองสระพัง - มหาสารคาม,51+100,6611,5265,125,178,130,1439,1034,411,205,186,15584,13.76,14,2524,มหาสารคาม,มหาสารคาม
4,1500,พังลา - จุดผ่านแดนถาวรสะเดา (เขตแดนไทย/มาเลเซีย),1280+042,6620,1913,168,235,118,8772,306,286,210,1767,20395,14.33,16,5302,สงขลาที่ 2 (นาหม่อม),สงขลา
225,402,หนองบัวระเหว - ชัยภูมิ,243+040,6623,471,66,44,53,272,266,99,117,84,8095,8.19,54,1557,ชัยภูมิ,ชัยภูมิ
308,100,ทางเข้าบางปะอิน,1+609,6670,5517,1903,1565,866,3719,1916,961,979,969,25065,28.95,70,3439,อยุธยา,พระนครศรีอยุธยา
3233,100,นครชัยศรี - ดอนตูม,1+200,6715,6639,540,546,552,16289,3475,3508,1266,441,39971,24.49,213,3919,นครปฐม,นครปฐม
117,202,เนินสว่าง - หนองนา,88+934,6724,1002,162,58,86,6121,478,649,751,598,16629,15.76,31,743,พิจิตร,พิจิตร
3,603,โพธิ์ทอง - บ้านพลิ้ว,340+000,6738,3318,25,22,12,5904,54,63,14,10,16160,1.08,0,3876,จันทบุรี,จันทบุรี
243,100,หนองคาย - ด่านพรมแดนสะพานมิตรภาพไทย/ลาว,1+000,6823,1854,864,73,85,5300,232,272,249,299,16051,7.54,887,1949,หนองคาย,หนองคาย
33,202,ป่าโมก - บางปะหัน,46+242,6828,6565,3133,2993,3084,3123,3160,3080,3110,3044,38120,48.46,24,4718,อ่างทอง,พระนครศรีอยุธยา
216,103,ถนนวงแหวนรอบเมืองอุดรธานีด้านทิศตะวันออก,20+209,6845,5345,130,62,180,6888,764,750,740,705,22409,14.28,109,4389,อุดรธานีที่ 1,อุดรธานี
23,403,บ้านย่อ - บ้านสวน,193+012,6863,6597,85,81,82,2178,1928,75,72,71,18032,12.81,70,2148,ยโสธร,ยโสธร
401,402,บางกุ้ง - เขาหัวช้าง,196+779,6865,3956,301,165,215,1796,672,665,643,167,15445,16.36,45,1796,สุราษฎร์ธานีที่ 2 (กาญจนดิษฐ์),สุราษฎร์ธานี
126,101,ถนนวงแหวนรอบเมืองพิษณุโลกด้านทิศเหนือ,0+000,7000,923,16,12,22,8426,789,430,605,223,18446,11.28,21,3370,พิษณุโลกที่ 1,พิษณุโลก
224,201,หัวทะเล - โชคชัย,19+468,7007,5717,345,388,481,9694,1014,680,656,482,26464,13.99,177,6495,นครราชสีมาที่ 3,นครราชสีมา
21,302,ม่วงค่อม - คลองกระจัง,72+000,7037,5752,725,482,2121,5009,2136,1909,1678,1612,28461,34.92,95,3505,ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
2050,100,อุบลราชธานี - ตระการพืชผล,45+900,7054,7132,577,427,502,5045,781,759,446,132,22855,13.33,98,3376,อุบลราชธานีที่ 1,อุบลราชธานี
43,201,นาหม่อม - จะนะ,8+317,7056,7145,301,12,350,4512,850,655,507,299,21687,12.33,52,2579,สงขลาที่ 2 (นาหม่อม),สงขลา
1147,100,สันป่าฝ้าย - ห้วยไซ,1+000,7078,1895,60,21,40,10619,436,197,65,22,20433,3.82,36,9965,ลำพูน,ลำพูน
333,302,การุ้ง - อุทัยธานี,163+011,7085,1503,128,0,65,2894,349,132,67,59,12282,5.47,42,2145,อุทัยธานี,อุทัยธานี
4,1301,เขาพับผ้า - พัทลุง,1160+640,7090,2601,239,210,113,7684,365,329,212,201,19044,7.51,25,3929,พัทลุง,พัทลุง
3574,202,บ้านค่าย - ระยอง,52+818,7104,4057,887,355,424,14024,515,676,506,360,28908,9.81,42,4989,ระยอง,ระยอง
362,102,ถนนวงแหวนรอบเมืองสระบุรี,23+000,7111,3545,77,108,95,5012,1159,1323,1306,879,20615,23.62,13,1442,สระบุรี,สระบุรี
403,304,ตรัง - กันตัง,126+435,7134,6438,75,62,23,5364,126,146,165,172,19705,3.52,53,6159,ตรัง,ตรัง
3056,100,บ้านหว้า - ภาชี,5+948,7135,8885,3623,3010,3282,4988,4374,4032,2821,2016,44166,44.23,35,4038,อยุธยา,พระนครศรีอยุธยา
2077,101,สุรินทร์ - ลำดวน,5+176,7139,2685,253,30,26,2862,585,244,218,86,14128,8.42,37,4860,สุรินทร์,สุรินทร์
21,200,สะพานพุแค - แยกมะนาวหวาน,4+800,7158,7005,1037,783,654,2566,2387,2345,2552,2436,28923,38.58,98,2720,ลพบุรีที่ 1,สระบุรี
